1249,4997,19989,79957,319829,1279317,5117269,20469077,81876309,327505237
627,2509,10037,40149,160597,642389,2569557,10278229,41112917,164451669
1257,5029,20117,80469,321877,1287509,5150037,20600149,82400597,329602389
631,2525,10101,40405,161621,646485,2585941,10343765,41375061,165500245
1265,5061,20245,80981,323925,1295701,5182805,20731221,82924885,331699541
635,2541,10165,40661,162645,650581,2602325,10409301,41637205,166548821
1273,5093,20373,81493,325973,1303893,5215573,20862293,83449173,333796693
639,2557,10229,40917,163669,654677,2618709,10474837,41899349,167597397
1281,5125,20501,82005,328021,1312085,5248341,20993365,83973461,335893845
643,2573,10293,41173,164693,658773,2635093,10540373,42161493,168645973
1289,5157,20629,82517,330069,1320277,5281109,21124437,84497749,337990997
647,2589,10357,41429,165717,662869,2651477,10605909,42423637,169694549
1297,5189,20757,83029,332117,1328469,5313877,21255509,85022037,340088149
651,2605,10421,41685,166741,666965,2667861,10671445,42685781,170743125
1305,5221,20885,83541,334165,1336661,5346645,21386581,85546325,342185301
655,2621,10485,41941,167765,671061,2684245,10736981,42947925,171791701
1313,5253,21013,84053,336213,1344853,5379413,21517653,86070613,344282453
659,2637,10549,42197,168789,675157,2700629,10802517,43210069,172840277
1321,5285,21141,84565,338261,1353045,5412181,21648725,86594901,346379605
663,2653,10613,42453,169813,679253,2717013,10868053,43472213,173888853
1329,5317,21269,85077,340309,1361237,5444949,21779797,87119189,348476757
667,2669,10677,42709,170837,683349,2733397,10933589,43734357,174937429
1337,5349,21397,85589,342357,1369429,5477717,21910869,87643477,350573909
671,2685,10741,42965,171861,687445,2749781,10999125,43996501,175986005
1345,5381,21525,86101,344405,1377621,5510485,22041941,88167765,352671061
675,2701,10805,43221,172885,691541,2766165,11064661,44258645,177034581
1353,5413,21653,86613,346453,1385813,5543253,22173013,88692053,354768213
679,2717,10869,43477,173909,695637,2782549,11130197,44520789,178083157
1361,5445,21781,87125,348501,1394005,5576021,22304085,89216341,356865365
683,2733,10933,43733,174933,699733,2798933,11195733,44782933,179131733
1369,5477,21909,87637,350549,1402197,5608789,22435157,89740629,358962517
687,2749,10997,43989,175957,703829,2815317,11261269,45045077,180180309
1377,5509,22037,88149,352597,1410389,5641557,22566229,90264917,361059669
691,2765,11061,44245,176981,707925,2831701,11326805,45307221,181228885
1385,5541,22165,88661,354645,1418581,5674325,22697301,90789205,363156821
695,2781,11125,44501,178005,712021,2848085,11392341,45569365,182277461
1393,5573,22293,89173,356693,1426773,5707093,22828373,91313493,365253973
699,2797,11189,44757,179029,716117,2864469,11457877,45831509,183326037
1401,5605,22421,89685,358741,1434965,5739861,22959445,91837781,367351125
703,2813,11253,45013,180053,720213,2880853,11523413,46093653,184374613
1409,5637,22549,90197,360789,1443157,5772629,23090517,92362069,369448277
707,2829,11317,45269,181077,724309,2897237,11588949,46355797,185423189
1417,5669,22677,90709,362837,1451349,5805397,23221589,92886357,371545429
711,2845,11381,45525,182101,728405,2913621,11654485,46617941,186471765
1425,5701,22805,91221,364885,1459541,5838165,23352661,93410645,373642581
715,2861,11445,45781,183125,732501,2930005,11720021,46880085,187520341
1433,5733,22933,91733,366933,1467733,5870933,23483733,93934933,375739733
719,2877,11509,46037,184149,736597,2946389,11785557,47142229,188568917
1441,5765,23061,92245,368981,1475925,5903701,23614805,94459221,377836885
723,2893,11573,46293,185173,740693,2962773,11851093,47404373,189617493
1449,5797,23189,92757,371029,1484117,5936469,23745877,94983509,379934037
727,2909,11637,46549,186197,744789,2979157,11916629,47666517,190666069
1457,5829,23317,93269,373077,1492309,5969237,23876949,95507797,382031189
731,2925,11701,46805,187221,748885,2995541,11982165,47928661,191714645
1465,5861,23445,93781,375125,1500501,6002005,24008021,96032085,384128341
735,2941,11765,47061,188245,752981,3011925,12047701,48190805,192763221
1473,5893,23573,94293,377173,1508693,6034773,24139093,96556373,386225493
739,2957,11829,47317,189269,757077,3028309,12113237,48452949,193811797
1481,5925,23701,94805,379221,1516885,6067541,24270165,97080661,388322645
743,2973,11893,47573,190293,761173,3044693,12178773,48715093,194860373
1489,5957,23829,95317,381269,1525077,6100309,24401237,97604949,390419797
747,2989,11957,47829,191317,765269,3061077,12244309,48977237,195908949
1497,5989,23957,95829,383317,1533269,6133077,24532309,98129237,392516949
751,3005,12021,48085,192341,769365,3077461,12309845,49239381,196957525
1505,6021,24085,96341,385365,1541461,6165845,24663381,98653525,394614101
755,3021,12085,48341,193365,773461,3093845,12375381,49501525,198006101
1513,6053,24213,96853,387413,1549653,6198613,24794453,99177813,396711253
759,3037,12149,48597,194389,777557,3110229,12440917,49763669,199054677
1521,6085,24341,97365,389461,1557845,6231381,24925525,99702101,398808405
763,3053,12213,48853,195413,781653,3126613,12506453,50025813,200103253
1529,6117,24469,97877,391509,1566037,6264149,25056597,100226389,400905557
767,3069,12277,49109,196437,785749,3142997,12571989,50287957,201151829
1537,6149,24597,98389,393557,1574229,6296917,25187669,100750677,403002709
771,3085,12341,49365,197461,789845,3159381,12637525,50550101,202200405
1545,6181,24725,98901,395605,1582421,6329685,25318741,101274965,405099861
775,3101,12405,49621,198485,793941,3175765,12703061,50812245,203248981
1553,6213,24853,99413,397653,1590613,6362453,25449813,101799253,407197013
779,3117,12469,49877,199509,798037,3192149,12768597,51074389,204297557
1561,6245,24981,99925,399701,1598805,6395221,25580885,102323541,409294165
783,3133,12533,50133,200533,802133,3208533,12834133,51336533,205346133
1569,6277,25109,100437,401749,1606997,6427989,25711957,102847829,411391317
787,3149,12597,50389,201557,806229,3224917,12899669,51598677,206394709
1577,6309,25237,100949,403797,1615189,6460757,25843029,103372117,413488469
791,3165,12661,50645,202581,810325,3241301,12965205,51860821,207443285
1585,6341,25365,101461,405845,1623381,6493525,25974101,103896405,415585621
795,3181,12725,50901,203605,814421,3257685,13030741,52122965,208491861
1593,6373,25493,101973,407893,1631573,6526293,26105173,104420693,417682773
799,3197,12789,51157,204629,818517,3274069,13096277,52385109,209540437
1601,6405,25621,102485,409941,1639765,6559061,26236245,104944981,419779925
803,3213,12853,51413,205653,822613,3290453,13161813,52647253,210589013
1609,6437,25749,102997,411989,1647957,6591829,26367317,105469269,421877077
807,3229,12917,51669,206677,826709,3306837,13227349,52909397,211637589
1617,6469,25877,103509,414037,1656149,6624597,26498389,105993557,423974229
811,3245,12981,51925,207701,830805,3323221,13292885,53171541,212686165
1625,6501,26005,104021,416085,1664341,6657365,26629461,106517845,426071381
815,3261,13045,52181,208725,834901,3339605,13358421,53433685,213734741
1633,6533,26133,104533,418133,1672533,6690133,26760533,107042133,428168533
819,3277,13109,52437,209749,838997,3355989,13423957,53695829,214783317
1641,6565,26261,105045,420181,1680725,6722901,26891605,107566421,430265685
823,3293,13173,52693,210773,843093,3372373,13489493,53957973,215831893
1649,6597,26389,105557,422229,1688917,6755669,27022677,108090709,432362837
827,3309,13237,52949,211797,847189,3388757,13555029,54220117,216880469
1657,6629,26517,106069,424277,1697109,6788437,27153749,108614997,434459989
831,3325,13301,53205,212821,851285,3405141,13620565,54482261,217929045
1665,6661,26645,106581,426325,1705301,6821205,27284821,109139285,436557141
835,3341,13365,53461,213845,855381,3421525,13686101,54744405,218977621
1673,6693,26773,107093,428373,1713493,6853973,27415893,109663573,438654293
839,3357,13429,53717,214869,859477,3437909,13751637,55006549,220026197
1681,6725,26901,107605,430421,1721685,6886741,27546965,110187861,440751445
843,3373,13493,53973,215893,863573,3454293,13817173,55268693,221074773
1689,6757,27029,108117,432469,1729877,6919509,27678037,110712149,442848597
847,3389,13557,54229,216917,867669,3470677,13882709,55530837,222123349
1697,6789,27157,108629,434517,1738069,6952277,27809109,111236437,444945749
851,3405,13621,54485,217941,871765,3487061,13948245,55792981,223171925
